entry_time,weekday,tou_time_slot,grid_import_energy,solar_prod_energy,solar_ctlr_setpoint,site_load_energy
11/23/24 17:00,Saturday,s,786.1,118.47,100,904.57
11/23/24 18:00,Saturday,s,868.4,17.52,100,885.92
11/23/24 19:00,Saturday,s,809.9,0,100,809.9
11/23/24 20:00,Saturday,o,753.6,0,100,753.6
11/23/24 21:00,Saturday,o,735.4,0,100,735.4
11/23/24 22:00,Saturday,o,740,0,100,740
11/23/24 23:00,Saturday,o,716.1,0,100,716.1
11/24/24 0:00,Sunday,o,718.5,0,100,718.5
11/24/24 1:00,Sunday,o,711,0,100,711
11/24/24 2:00,Sunday,o,699.9,0,100,699.9
11/24/24 3:00,Sunday,o,708.6,0,100,708.6
11/24/24 4:00,Sunday,o,689.5,0.03,100,689.53
11/24/24 5:00,Sunday,o,716.5,20.15,100,736.65
11/24/24 6:00,Sunday,o,568.5,113.82,100,682.32
11/24/24 7:00,Sunday,o,450.3,237.03,100,687.33
11/24/24 8:00,Sunday,o,281.4,416.87,100,698.27
11/24/24 9:00,Sunday,o,212,506.07,100,718.07
11/24/24 10:00,Sunday,o,150.5,608.46,97.738,758.96
11/24/24 11:00,Sunday,o,365.8,700.87,74.358,1066.67
11/24/24 12:00,Sunday,o,463.7,597.41,85.679,1061.11
11/24/24 13:00,Sunday,o,301.2,675.91,100,977.11
11/24/24 14:00,Sunday,o,313,586.09,100,899.09
11/24/24 15:00,Sunday,o,731.3,264.72,100,996.02
11/24/24 16:00,Sunday,o,441.6,258.08,100,699.68
11/24/24 17:00,Sunday,o,838.1,80.59,100,918.69
11/24/24 18:00,Sunday,o,470.7,1.38,100,472.08
11/24/24 19:00,Sunday,o,0,0,58.375,0
11/24/24 20:00,Sunday,o,254.3,0,0.1,254.3
11/24/24 21:00,Sunday,o,1162.3,0,62.703,1162.3
11/24/24 22:00,Sunday,o,1476.4,0,100,1476.4
11/24/24 23:00,Sunday,o,1476.3,0,100,1476.3
11/25/24 0:00,Monday,o,1534.3,0,100,1534.3
11/25/24 1:00,Monday,o,1431.8,0,100,1431.8
11/25/24 2:00,Monday,o,1426,0,100,1426
11/25/24 3:00,Monday,o,1406.7,0,100,1406.7
11/25/24 4:00,Monday,o,1422,0,100,1422
11/25/24 5:00,Monday,o,1328.7,38.9,100,1367.6
11/25/24 6:00,Monday,p,1042.2,215.3,100,1257.5
11/25/24 7:00,Monday,p,712.2,564,100,1276.2
11/25/24 8:00,Monday,p,660.9,908.5,100,1569.4
11/25/24 9:00,Monday,s,177,1148,100,1325
11/25/24 10:00,Monday,s,180.4,1247.4,92.055,1427.8
11/25/24 11:00,Monday,s,72.4,1341.9,95.995,1414.3
11/25/24 12:00,Monday,s,109,1175.5,87.777,1284.5
11/25/24 13:00,Monday,s,319.9,1239.9,77.928,1559.8
11/25/24 14:00,Monday,s,380.1,1152.3,99.214,1532.4
11/25/24 15:00,Monday,s,670.6,877.3,100,1547.9
11/25/24 16:00,Monday,s,1033.3,540.2,100,1573.5
11/25/24 17:00,Monday,p,1433.3,221,100,1654.3
11/25/24 18:00,Monday,p,1570.3,29.01,100,1599.31
11/25/24 19:00,Monday,s,1313,0,100,1313
11/25/24 20:00,Monday,s,1367,0,100,1367
11/25/24 21:00,Monday,s,1437,0,100,1437
11/25/24 22:00,Monday,o,1299,0,100,1299
11/25/24 23:00,Monday,o,1610.9,0,100,1610.9
11/26/24 0:00,Tuesday,o,1773.8,0,100,1773.8
11/26/24 1:00,Tuesday,o,1798.9,0,100,1798.9
11/26/24 2:00,Tuesday,o,1727.9,0,100,1727.9
11/26/24 3:00,Tuesday,o,1469.7,0,100,1469.7
11/26/24 4:00,Tuesday,o,1658.6,0,100,1658.6
11/26/24 5:00,Tuesday,o,1608.2,36.04,100,1644.24
11/26/24 6:00,Tuesday,p,1368.7,212.1,100,1580.8
11/26/24 7:00,Tuesday,p,1124,570.5,100,1694.5
11/26/24 8:00,Tuesday,p,852.8,915.3,100,1768.1
11/26/24 9:00,Tuesday,s,509.1,1137.9,100,1647
11/26/24 10:00,Tuesday,s,390.6,1205.9,100,1596.5
11/26/24 11:00,Tuesday,s,472.6,1200.91,97.519,1673.51
11/26/24 12:00,Tuesday,s,471,1360.1,100,1831.1
11/26/24 13:00,Tuesday,s,283.1,1277.8,100,1560.9
11/26/24 14:00,Tuesday,s,463,1128.2,97.489,1591.2
11/26/24 15:00,Tuesday,s,665.5,817.8,100,1483.3
11/26/24 16:00,Tuesday,s,983,376.6,100,1359.6
11/26/24 17:00,Tuesday,p,1200.4,117.1,100,1317.5
11/26/24 18:00,Tuesday,p,1296.8,19.22,100,1316.02
11/26/24 19:00,Tuesday,s,1163.8,0,100,1163.8
11/26/24 20:00,Tuesday,s,1287.3,0,100,1287.3
11/26/24 21:00,Tuesday,s,1378.5,0,100,1378.5
11/26/24 22:00,Tuesday,o,1934.7,0,100,1934.7
11/26/24 23:00,Tuesday,o,1665.4,0,100,1665.4
11/27/24 0:00,Wednesday,o,1842,0,100,1842
11/27/24 1:00,Wednesday,o,1758.1,0,100,1758.1
11/27/24 2:00,Wednesday,o,1733.7,0,100,1733.7
11/27/24 3:00,Wednesday,o,1652.8,0,100,1652.8
11/27/24 4:00,Wednesday,o,1549.9,0.02,100,1549.92
11/27/24 5:00,Wednesday,o,1567,15.94,100,1582.94
11/27/24 6:00,Wednesday,p,1655.2,45.6,100,1700.8
11/27/24 7:00,Wednesday,p,1246.1,389.9,100,1636
11/27/24 8:00,Wednesday,p,711,923.8,100,1634.8
11/27/24 9:00,Wednesday,s,727.5,869,100,1596.5
11/27/24 10:00,Wednesday,s,598.4,856.1,98.845,1454.5
11/27/24 11:00,Wednesday,s,907.8,726.3,95.315,1634.1
11/27/24 12:00,Wednesday,s,1356.6,260.7,99.984,1617.3
11/27/24 13:00,Wednesday,s,1041.3,251.4,100,1292.7
11/27/24 14:00,Wednesday,s,958.2,402.3,100,1360.5
11/27/24 15:00,Wednesday,s,809,686.3,100,1495.3
11/27/24 16:00,Wednesday,s,1224.3,337.4,98.143,1561.7
11/27/24 17:00,Wednesday,p,1037.9,239,100,1276.9
11/27/24 18:00,Wednesday,p,889,43.3,100,932.3
11/27/24 19:00,Wednesday,s,981.7,0,100,981.7
11/27/24 20:00,Wednesday,s,1104.8,0,100,1104.8
11/27/24 21:00,Wednesday,s,1487.6,0,100,1487.6
11/27/24 22:00,Wednesday,o,1258.5,0,100,1258.5
11/27/24 23:00,Wednesday,o,1698.5,0,100,1698.5
11/28/24 0:00,Thursday,o,1571.8,0,100,1571.8
11/28/24 1:00,Thursday,o,1586.3,0,100,1586.3
11/28/24 2:00,Thursday,o,1670.7,0,100,1670.7
11/28/24 3:00,Thursday,o,1606.5,0,100,1606.5
11/28/24 4:00,Thursday,o,1527.2,0,100,1527.2
11/28/24 5:00,Thursday,o,1254.2,34.01,100,1288.21
11/28/24 6:00,Thursday,p,1332.4,231.6,100,1564
11/28/24 7:00,Thursday,p,882.2,623.9,100,1506.1
11/28/24 8:00,Thursday,p,557,970.3,100,1527.3
11/28/24 9:00,Thursday,s,268.2,1250.9,100,1519.1
11/28/24 10:00,Thursday,s,76.8,1311.6,100,1388.4
11/28/24 11:00,Thursday,s,82.2,1443.1,84.599,1525.3
11/28/24 12:00,Thursday,s,86.5,1423.5,96.602,1510
11/28/24 13:00,Thursday,s,96.4,1347.9,91.68,1444.3
11/28/24 14:00,Thursday,s,260.6,1212,92.701,1472.6
11/28/24 15:00,Thursday,s,555.5,973,99.398,1528.5
11/28/24 16:00,Thursday,s,906.2,624.4,100,1530.6
11/28/24 17:00,Thursday,p,1073.3,239.1,100,1312.4
11/28/24 18:00,Thursday,p,1056.7,35.96,100,1092.66
11/28/24 19:00,Thursday,s,853.1,0,100,853.1
11/28/24 20:00,Thursday,s,1289.6,0,100,1289.6
11/28/24 21:00,Thursday,s,1381,0,100,1381
11/28/24 22:00,Thursday,o,1209.4,0,100,1209.4
11/28/24 23:00,Thursday,o,1557,0,100,1557
11/29/24 0:00,Friday,o,1442.9,0,100,1442.9
11/29/24 1:00,Friday,o,1724.5,0,100,1724.5
11/29/24 2:00,Friday,o,1639.5,0,100,1639.5
11/29/24 3:00,Friday,o,1544,0,100,1544
11/29/24 4:00,Friday,o,1495.2,0.02,100,1495.22
11/29/24 5:00,Friday,o,1470.6,33.99,100,1504.59
11/29/24 6:00,Friday,p,1461,219,100,1680
11/29/24 7:00,Friday,p,1134,598.3,100,1732.3
11/29/24 8:00,Friday,p,623.4,977.1,100,1600.5
11/29/24 9:00,Friday,s,339.3,929.6,100,1268.9
11/29/24 10:00,Friday,s,258,1211.8,93.353,1469.8
11/29/24 11:00,Friday,s,330.8,1192,95.481,1522.8
11/29/24 12:00,Friday,s,209,1431.9,92.98,1640.9
11/29/24 13:00,Friday,s,197.1,1348.9,99.988,1546
11/29/24 14:00,Friday,s,250.3,1177.8,100,1428.1
11/29/24 15:00,Friday,s,628.2,910.5,100,1538.7
11/29/24 16:00,Friday,s,1004.2,581.7,100,1585.9
11/29/24 17:00,Friday,p,1170.6,230.8,100,1401.4
11/29/24 18:00,Friday,p,1337,37,100,1374
11/29/24 19:00,Friday,s,943.9,0,100,943.9
11/29/24 20:00,Friday,s,1396.7,0,100,1396.7
11/29/24 21:00,Friday,s,1266.7,0,100,1266.7
11/29/24 22:00,Friday,o,1473.2,0,100,1473.2
11/29/24 23:00,Friday,o,1403.4,0,100,1403.4
11/30/24 0:00,Saturday,o,1554.5,0,100,1554.5
11/30/24 1:00,Saturday,o,1580.4,0,100,1580.4
11/30/24 2:00,Saturday,o,1632.7,0,100,1632.7
11/30/24 3:00,Saturday,o,1555.2,0,100,1555.2
11/30/24 4:00,Saturday,o,1502.4,0.02,100,1502.42
11/30/24 5:00,Saturday,o,1444.7,33.11,100,1477.81
11/30/24 6:00,Saturday,o,1190.2,211,100,1401.2
11/30/24 7:00,Saturday,s,781.2,584.3,100,1365.5
11/30/24 8:00,Saturday,s,481.4,934.5,100,1415.9
11/30/24 9:00,Saturday,s,283.4,1125.3,100,1408.7
11/30/24 10:00,Saturday,s,77.8,1159.8,95.193,1237.6
11/30/24 11:00,Saturday,s,139.6,1039.6,72.569,1179.2
11/30/24 12:00,Saturday,s,76.5,969.6,73.528,1046.1
11/30/24 13:00,Saturday,s,74.4,928.2,57.776,1002.6
11/30/24 14:00,Saturday,s,141.3,674.1,62.494,815.4
11/30/24 15:00,Saturday,s,127.2,658.9,50.635,786.1
11/30/24 16:00,Saturday,s,206.5,541.3,52.103,747.8
11/30/24 17:00,Saturday,s,531.2,209.5,81.213,740.7
11/30/24 18:00,Saturday,s,664.4,36.81,100,701.21
11/30/24 19:00,Saturday,s,690.1,0,100,690.1
11/30/24 20:00,Saturday,o,647.9,0,100,647.9
11/30/24 21:00,Saturday,o,658.5,0,100,658.5
11/30/24 22:00,Saturday,o,618,0,100,618
11/30/24 23:00,Saturday,o,647.8,0,100,647.8
